"Unique ID","Q2 - Did you switch careers into Data?",Satisfaction_Salary,Satisfaction_WorkLife,Satisfaction_Coworkers,Satisfaction_Management,Satisfaction_Upward,Satisfaction_Learning,"Q7 - How difficult was it for you to break into Data?",Q8_Most_Important_Thing,"Q9 - Male/Female?","Q11 - Which Country do you live in?","Q12 - Highest Level of Education","Q4 - What Industry do you work in?",Current_Role,min_salary,max_salary,avg_salary,Favorite_Language,Clean_Date,Age,"Q10 - Current Age",Age_Brackets,Clean_Ethnicity
62a4fe370f8c8599d5b158c4,No,7.0,5.0,9.0,9.0,4.0,9.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Finland,Masters,"Aviation & Transportation","Data Analyst",41000,65000,53000.0000,Python,2022-06-11,29,29,26-30,"Black / African"
62a5008c5d257a28a30fbde5,Yes,5.0,4.0,4.0,5.0,7.0,10.0,"Neither easy nor difficult","Remote Work",Male,Nigeria,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-11,24,24,21-25,"Black / African"
62a5038acec54911e9cc9526,No,2.0,7.0,6.0,5.0,6.0,4.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,"Legal & Public Sector",Other,41000,65000,53000.0000,Python,2022-06-11,36,36,36-40,"Asian / Asian American"
62a50775f8f756164587677b,Yes,4.0,6.0,6.0,6.0,6.0,6.0,Difficult,"Remote Work",Female,"United States",Masters,"Legal & Public Sector","Data Analyst",41000,65000,53000.0000,R,2022-06-11,32,32,31-35,"White / Caucasian"
62a50eddf8d5efcc22fa1a4e,Yes,8.0,9.0,7.0,7.0,7.0,9.0,Difficult,"Remote Work",Female,"United States",Bachelors,Healthcare,"Data Analyst",86000,105000,95500.0000,Python,2022-06-11,36,36,36-40,"White / Caucasian"
62a511acbc6861bf3179178a,No,8.0,6.0,5.0,2.0,3.0,2.0,Easy,"Better Salary",Male,"United States",Bachelors,Healthcare,"Data Engineer",106000,125000,115500.0000,SQL,2022-06-11,30,30,26-30,"White / Caucasian"
62a5177d18134ddc75d0e9d8,Yes,0.0,2.0,2.0,3.0,3.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Sudan,Masters,"Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,R,2022-06-11,42,42,41-50,"Black / African"
62a51aaacec54911e9cca93b,Yes,6.0,6.0,6.0,5.0,4.0,4.0,Easy,"Remote Work",Male,Australia,PhD,Healthcare,"Data Analyst",86000,105000,95500.0000,"Power Query / DAX",2022-06-11,53,53,50+,"White / Caucasian"
62a51dc6575fa3a5ae8b09f3,No,1.0,7.0,4.0,10.0,10.0,10.0,"Neither easy nor difficult","Better Salary",Male,Kenya,"High School","Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-11,25,25,21-25,"Asian / Asian American"
62a51fe0575fa3a5ae8b0c06,No,1.0,5.0,4.0,6.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,Lebanon,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,23,23,21-25,"White / Caucasian"
62a525aff8f75616458784dd,Yes,2.0,1.0,3.0,3.0,3.0,4.0,Difficult,"Better Salary",Male,"Saudi Arabia",Bachelors,Entertainment,"Data Analyst",0,40000,20000.0000,Python,2022-06-11,36,36,36-40,Other
62a52629b4da29969c654a94,Yes,,,,,,6.0,Easy,"Good Work/Life Balance",Male,"United Arab Emirates",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,SQL,2022-06-11,32,32,31-35,"Black / African"
62a52725d8c00e9f541c3b4a,No,3.0,6.0,4.0,2.0,2.0,3.0,Difficult,Other,Male,"United States",Masters,"Finance / Banking","Data Analyst",86000,105000,95500.0000,Python,2022-06-11,25,25,21-25,"Hispanic / Latino"
62a5390cb4da29969c655ccc,Yes,4.0,4.0,3.0,4.0,4.0,5.0,"Neither easy nor difficult","Remote Work",Female,"United Kingdom",Masters,"Tech / IT","Data Engineer",41000,65000,53000.0000,Python,2022-06-11,35,35,31-35,"Asian / Asian American"
62a53bc0bc6861bf31793947,Yes,3.0,4.0,4.0,5.0,4.0,4.0,"Very Easy","Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Analyst",66000,85000,75500.0000,R,2022-06-11,26,26,26-30,"White / Caucasian"
62a53c84f3072dd8926495c9,No,2.0,7.0,9.0,7.0,3.0,3.0,Difficult,"Remote Work",Male,"United States",Bachelors,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-11,22,22,21-25,"White / Caucasian"
62a54bccf3072dd89264a13b,Yes,6.0,8.0,10.0,9.0,6.0,8.0,"Neither easy nor difficult","Better Salary",Male,Canada,Masters,Automotive,"Data Scientist",86000,105000,95500.0000,Python,2022-06-11,30,30,26-30,"Asian / Asian American"
62a54f20d8c00e9f541c5cfa,Yes,2.0,8.0,6.0,1.0,8.0,10.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,"Supply Chain","Data Analyst",66000,85000,75500.0000,Python,2022-06-11,36,36,36-40,"White / Caucasian"
62a552e1cf2555431732922d,Yes,4.0,4.0,5.0,5.0,4.0,6.0,"Neither easy nor difficult",Other,Female,"United States",Masters,Healthcare,"Data Analyst",66000,85000,75500.0000,R,2022-06-11,30,30,26-30,"White / Caucasian"
62a557d10f8c8599d5b1a81c,Yes,9.0,8.0,10.0,10.0,10.0,10.0,Difficult,"Remote Work",Male,"United States",Bachelors,"Finance / Banking","Data Scientist",106000,125000,115500.0000,Python,2022-06-11,29,29,26-30,"Asian / Asian American"
62a55b05f8d5efcc22fa5b65,Yes,8.0,10.0,10.0,7.0,8.0,5.0,Difficult,Other,Male,"United States",Masters,"Professional Services & HR",Other,66000,85000,75500.0000,R,2022-06-11,30,30,26-30,"White / Caucasian"
62a55fe1f8d5efcc22fa5fe4,No,0.0,6.0,6.0,6.0,6.0,6.0,"Very Easy","Better Salary",Male,"United States",Bachelors,"Finance / Banking","Data Engineer",41000,65000,53000.0000,Python,2022-06-11,24,24,21-25,"Black / African"
62a56bc67dc029e2d66e86c0,Yes,3.0,3.0,4.0,4.0,3.0,5.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Engineer",225000,250000,237500.0000,SQL,2022-06-12,33,33,31-35,"Asian / Asian American"
62a57116f408bae018efd56a,No,10.0,10.0,10.0,10.0,10.0,6.0,Easy,"Better Salary",Female,"United States",Bachelors,"Food & Beverage","Data Analyst",106000,125000,115500.0000,Python,2022-06-12,42,42,41-50,"White / Caucasian"
62a57263cec54911e9ccf648,Yes,1.0,10.0,10.0,8.0,10.0,3.0,"Neither easy nor difficult","Better Salary",Female,"United States",Bachelors,Healthcare,"Data Analyst",41000,65000,53000.0000,Python,2022-06-12,36,36,36-40,"White / Caucasian"
62a574b3b4da29969c658eb4,Yes,2.0,3.0,7.0,6.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Research & Science","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,27,27,26-30,"White / Caucasian"
62a58b267dc029e2d66ea3f8,No,8.0,7.0,8.0,7.0,7.0,9.0,Easy,"Growth & Learning",Female,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-12,21,21,21-25,"Asian / Asian American"
62a58d20575fa3a5ae8b6969,Yes,8.0,5.0,8.0,8.0,5.0,10.0,Difficult,"Remote Work",Female,Israel,Masters,Healthcare,"Data Analyst",41000,65000,53000.0000,Python,2022-06-12,34,34,31-35,"White / Caucasian"
62a58faf2e54c9003e55ef2e,No,2.0,5.0,5.0,5.0,2.0,4.0,Difficult,"Better Salary",Male,Netherlands,Bachelors,Education,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-12,27,27,26-30,"White / Caucasian"
62a5998fbc6861bf31798ef0,Yes,7.0,8.0,8.0,8.0,8.0,7.0,"Neither easy nor difficult","Good Culture",Male,France,Masters,"Tech / IT",Other,0,40000,20000.0000,Python,2022-06-12,27,27,26-30,"White / Caucasian"
62a59cd2cec54911e9cd251a,No,1.0,1.0,2.0,1.0,0.0,3.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Kenya,Associates,Education,"Student / Job Seeker",0,40000,20000.0000,R,2022-06-12,30,30,26-30,"Black / African"
62a59d007dc029e2d66eb8f9,Yes,2.0,0.0,0.0,0.0,0.0,2.0,Difficult,"Better Salary",Female,"United States",Bachelors,"Government / Non-Profit","Data Analyst",66000,85000,75500.0000,SQL,2022-06-12,33,33,31-35,"White / Caucasian"
62a5a124cec54911e9cd29f5,Yes,3.0,3.0,4.0,4.0,4.0,4.0,Difficult,"Good Culture",Male,India,Masters,"Finance / Banking","Data Analyst",86000,105000,95500.0000,Python,2022-06-12,47,47,41-50,"Asian / Asian American"
62a5a44b24a26260273af0fc,Yes,4.0,5.0,4.0,5.0,4.0,4.0,Difficult,Other,Male,"United States",Masters,"Retail / E-Commerce","Data Analyst",66000,85000,75500.0000,SQL,2022-06-12,27,27,26-30,"Asian / Asian American"
62a5a931cec54911e9cd3333,No,6.0,7.0,8.0,7.0,6.0,7.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-12,26,26,26-30,"Asian / Asian American"
62a5bea05d257a28a3106f7e,No,2.0,3.0,2.0,5.0,5.0,6.0,"Neither easy nor difficult","Remote Work",Female,India,Masters,"Finance / Banking","Data Analyst",0,40000,20000.0000,Python,2022-06-12,35,35,31-35,"Asian / Asian American"
62a5c571575fa3a5ae8baaa1,Yes,0.0,1.0,1.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Culture",Male,"United States",Masters,Education,"Data Analyst",86000,105000,95500.0000,Python,2022-06-12,31,31,31-35,"Hispanic / Latino"
62a5cb12cf25554317330d69,Yes,2.0,1.0,2.0,3.0,4.0,3.0,Difficult,"Remote Work",Male,Zambia,Bachelors,Education,"Data Analyst",0,40000,20000.0000,Python,2022-06-12,25,25,21-25,"Black / African"
62a5cba2575fa3a5ae8bb122,Yes,3.0,10.0,8.0,8.0,10.0,10.0,Easy,"Remote Work",Male,"United States",Bachelors,"Legal & Public Sector","Data Engineer",66000,85000,75500.0000,Python,2022-06-12,27,27,26-30,"White / Caucasian"
62a5d350f3072dd892652c70,Yes,5.0,8.0,3.0,2.0,4.0,8.0,"Neither easy nor difficult","Good Culture",Male,Netherlands,Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,32,32,31-35,"White / Caucasian"
62a5db29cf2555431733248f,Yes,0.0,3.0,3.0,3.0,3.0,6.0,Difficult,"Good Work/Life Balance",Male,Portugal,Bachelors,"Legal & Public Sector","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-12,47,47,41-50,"White / Caucasian"
62a5e69f24a26260273b42bf,No,0.0,10.0,10.0,5.0,0.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Female,"United States",Masters,"Finance / Banking",Other,66000,85000,75500.0000,Python,2022-06-12,30,30,26-30,"Asian / Asian American"
62a5ea667dc029e2d66f153d,Yes,8.0,6.0,6.0,7.0,9.0,10.0,Easy,"Better Salary",Female,"United States",Masters,"Defense & Security","Data Analyst",106000,125000,115500.0000,Python,2022-06-12,35,35,31-35,"Black / African"
62a5ebe05d257a28a310ac53,Yes,6.0,9.0,5.0,7.0,8.0,9.0,Difficult,"Remote Work",Male,"United States","High School","Finance / Banking","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,25,25,21-25,"Hispanic / Latino"
62a5edb2575fa3a5ae8bdba5,No,3.0,6.0,6.0,6.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Food & Beverage",Other,66000,85000,75500.0000,Python,2022-06-12,27,27,26-30,"White / Caucasian"
62a5edba0a77c1a77f68f1b5,Yes,1.0,5.0,3.0,3.0,6.0,5.0,Difficult,"Remote Work",Female,"United States",Masters,Healthcare,"Data Analyst",41000,65000,53000.0000,R,2022-06-12,27,27,26-30,"Black / African"
62a5f332bc6861bf3179f631,No,1.0,8.0,8.0,1.0,3.0,7.0,"Very Easy","Better Salary",Female,India,Masters,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-12,23,23,21-25,"Asian / Asian American"
62a5f872bae91e4b8b861e53,No,9.0,10.0,10.0,10.0,10.0,10.0,"Neither easy nor difficult","Good Culture",Male,"United States",Bachelors,Manufacturing,"Data Scientist",41000,65000,53000.0000,Python,2022-06-12,18,18,"Under 21","White / Caucasian"
62a609b8f8f75616458875b7,Yes,8.0,10.0,9.0,6.0,8.0,9.0,Easy,"Remote Work",Female,"Costa Rica",Masters,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-12,28,28,26-30,"Hispanic / Latino"
62a609c4bc6861bf317a10a3,Yes,7.0,6.0,8.0,8.0,8.0,7.0,Easy,"Remote Work",Male,"United States",Bachelors,Healthcare,Other,125000,150000,137500.0000,Python,2022-06-12,28,28,26-30,"White / Caucasian"
62a61076f8f7561645887ded,No,0.0,0.0,0.0,0.0,0.0,0.0,Easy,"Good Work/Life Balance",Female,"United States",Bachelors,"Student / Unemployed","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-12,26,26,26-30,"Asian / Asian American"
62a615fd18134ddc75d1f1fa,No,0.0,0.0,3.0,0.0,0.0,8.0,Difficult,"Better Salary",Male,Ghana,Bachelors,Education,"Student / Job Seeker",0,40000,20000.0000,Python,2022-06-12,27,27,26-30,"Black / African"
62a617c30a77c1a77f6925fc,No,9.0,7.0,9.0,10.0,10.0,10.0,"Neither easy nor difficult","Good Work/Life Balance",Female,India,Masters,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,22,22,21-25,"Asian / Asian American"
62a618a9d8c00e9f541d3537,Yes,0.0,8.0,7.0,6.0,3.0,9.0,"Very Difficult","Better Salary",Male,"United States","High School","Tech / IT","Data Analyst",0,40000,20000.0000,R,2022-06-12,27,27,26-30,"White / Caucasian"
62a61eb02e54c9003e5697f7,Yes,5.0,7.0,6.0,8.0,7.0,7.0,"Neither easy nor difficult","Good Work/Life Balance",Male,India,Bachelors,"Food & Beverage","Data Engineer",0,40000,20000.0000,Python,2022-06-12,28,28,26-30,"Asian / Asian American"
62a6246df3072dd892659218,Yes,3.0,2.0,4.0,3.0,3.0,3.0,"Neither easy nor difficult","Better Salary",Male,Nigeria,"High School","Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-12,25,25,21-25,"Black / African"
62a62a7124a26260273b94fa,No,2.0,6.0,6.0,7.0,7.0,9.0,Difficult,"Better Salary",Male,"United Kingdom",Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-12,32,32,31-35,"Hispanic / Latino"
62a631782e54c9003e56ac36,Yes,7.0,9.0,10.0,10.0,3.0,4.0,Easy,"Remote Work",Male,Uruguay,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,SQL,2022-06-12,33,33,31-35,"White / Caucasian"
62a633b4d8c00e9f541d54a4,No,5.0,6.0,5.0,2.0,3.0,3.0,Easy,"Remote Work",Male,Canada,Masters,"Government / Non-Profit","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,23,23,21-25,"Black / African"
62a639e05d257a28a3110ef5,Yes,4.0,5.0,4.0,4.0,5.0,6.0,"Neither easy nor difficult","Remote Work",Female,Nigeria,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,R,2022-06-12,40,40,36-40,"Black / African"
62a642690f8c8599d5b2ab37,Yes,7.0,9.0,9.0,9.0,7.0,9.0,Easy,"Better Salary",Female,"United Kingdom",Bachelors,"Professional Services & HR","Data Analyst",41000,65000,53000.0000,Python,2022-06-12,28,28,26-30,"Asian / Asian American"
62a64b4dd8c00e9f541d6d81,No,3.0,7.0,8.0,6.0,6.0,9.0,Difficult,"Remote Work",Male,Nigeria,"High School","Legal & Public Sector","Data Analyst",0,40000,20000.0000,R,2022-06-12,26,26,26-30,"Black / African"
62a64c6ecf2555431733a7a4,Yes,3.0,5.0,5.0,4.0,3.0,2.0,Difficult,"Better Salary",Female,India,Bachelors,"Tech / IT",Other,0,40000,20000.0000,Python,2022-06-12,24,24,21-25,"Asian / Asian American"
62a654165d257a28a3112ac9,Yes,7.0,5.0,5.0,8.0,8.0,8.0,"Neither easy nor difficult","Remote Work",Female,"United States",Associates,"Finance / Banking",Other,86000,105000,95500.0000,Python,2022-06-12,40,40,36-40,Other
62a65618d8c00e9f541d783a,Yes,8.0,10.0,10.0,10.0,7.0,9.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,Consulting,"Data Analyst",66000,85000,75500.0000,Python,2022-06-12,26,26,26-30,"Black / African"
62a65db824a26260273bc9ff,Yes,8.0,8.0,10.0,10.0,10.0,10.0,Easy,"Good Culture",Female,"United Kingdom",Bachelors,Consulting,"Data Scientist",41000,65000,53000.0000,Python,2022-06-12,44,44,41-50,"White / Caucasian"
62a66558cf2555431733c0f9,Yes,7.0,9.0,8.0,8.0,6.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,Insurance,Other,66000,85000,75500.0000,Python,2022-06-12,36,36,36-40,"White / Caucasian"
62a6772c18134ddc75d25895,Yes,1.0,5.0,10.0,10.0,8.0,10.0,"Neither easy nor difficult","Better Salary",Male,"Costa Rica",Bachelors,"Professional Services & HR","Data Analyst",0,40000,20000.0000,Python,2022-06-12,30,30,26-30,"Hispanic / Latino"
62a68f1e0a77c1a77f69a381,Yes,3.0,3.0,3.0,2.0,2.0,2.0,"Very Easy","Good Work/Life Balance",Male,Indonesia,Masters,"General contractor",Other,0,40000,20000.0000,Python,2022-06-12,48,48,41-50,Other
62a6a11a0a77c1a77f69b7cb,Yes,1.0,4.0,1.0,2.0,2.0,3.0,Easy,"Better Salary",Female,Canada,Masters,Construction,"Data Analyst",41000,65000,53000.0000,Other,2022-06-12,30,30,26-30,"Asian / Asian American"
62a6ac1524a26260273c1cd0,No,3.0,8.0,8.0,5.0,3.0,5.0,Difficult,"Better Salary",Male,India,Bachelors,"Retail / E-Commerce",Other,0,40000,20000.0000,Python,2022-06-12,28,28,26-30,Other
62a6b0790a77c1a77f69cb15,No,5.0,8.0,7.0,7.0,3.0,2.0,Difficult,"Better Salary",Male,India,Bachelors,"Tech / IT",Other,0,40000,20000.0000,Python,2022-06-12,25,25,21-25,"Asian / Asian American"
62a6bc6a18134ddc75d2a726,No,6.0,5.0,4.0,4.0,3.0,4.0,Easy,"Better Salary",Male,"United States",Masters,"Tech / IT","Data Engineer",106000,125000,115500.0000,SQL,2022-06-13,24,24,21-25,"Asian / Asian American"
62a6c3d9cec54911e9ce7669,Yes,5.0,10.0,7.0,7.0,4.0,8.0,Easy,"Better Salary",Male,"United States",Bachelors,"Government / Non-Profit","Data Analyst",41000,65000,53000.0000,Python,2022-06-13,31,31,31-35,"Black / African"
62a6d037cec54911e9ce862a,No,3.0,3.0,8.0,9.0,5.0,3.0,Easy,"Better Salary",Male,"United Kingdom",Bachelors,"Legal & Public Sector","Data Engineer",0,40000,20000.0000,Python,2022-06-13,23,23,21-25,Other
62a6d2532e54c9003e575d9c,No,1.0,4.0,4.0,1.0,1.0,4.0,Easy,"Good Culture",Female,"United Kingdom",Masters,"Defense & Security","Data Analyst",41000,65000,53000.0000,"Power Query / DAX",2022-06-13,48,48,41-50,"White / Caucasian"
62a6dbcad8c00e9f541e1050,Yes,6.0,9.0,8.0,8.0,8.0,7.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,Healthcare,"Data Analyst",66000,85000,75500.0000,Python,2022-06-13,28,28,26-30,"Black / African"
62a6e2815d257a28a311c8f9,Yes,5.0,7.0,7.0,7.0,7.0,7.0,Difficult,"Better Salary",Male,"United Kingdom",Masters,"Retail / E-Commerce","Data Analyst",41000,65000,53000.0000,Python,2022-06-13,32,32,31-35,"Hispanic / Latino"
62a6ea03d8c00e9f541e3594,Yes,5.0,7.0,7.0,4.0,5.0,7.0,"Neither easy nor difficult","Better Salary",Male,"Hong Kong",Bachelors,"Finance / Banking","Data Scientist",41000,65000,53000.0000,Python,2022-06-13,30,30,26-30,"Asian / Asian American"
62a7029ff8f7561645899bae,Yes,5.0,5.0,7.0,7.0,7.0,8.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Tunisia,Masters,Insurance,"Data Analyst",0,40000,20000.0000,Python,2022-06-13,32,32,31-35,"White / Caucasian"
62a7047c24a26260273c9646,Yes,0.0,3.0,0.0,1.0,0.0,0.0,Easy,"Good Culture",Female,"Sri Lanka",Masters,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-13,30,30,26-30,"Asian / Asian American"
62a70b55cec54911e9cedd98,Yes,4.0,2.0,5.0,2.0,4.0,4.0,"Neither easy nor difficult","Good Work/Life Balance",Female,Spain,Masters,Manufacturing,"Data Analyst",0,40000,20000.0000,Python,2022-06-13,35,35,31-35,"White / Caucasian"
62a71930bae91e4b8b878b2b,Yes,,,,,,10.0,Easy,"Remote Work",Female,"United Kingdom",Masters,"Tech / IT","Student / Job Seeker",0,40000,20000.0000,R,2022-06-13,38,38,36-40,"Black / African"
62a73a37f8d5efcc22fcb724,Yes,6.0,6.0,7.0,7.0,6.0,7.0,Easy,"Good Culture",Female,"United States",Masters,"Retail / E-Commerce",Other,66000,85000,75500.0000,Python,2022-06-13,30,30,26-30,"Asian / Asian American"
62a73aa824a26260273d0172,Yes,3.0,3.0,5.0,4.0,4.0,4.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-13,48,48,41-50,"White / Caucasian"
62a73c5b0a77c1a77f6aba65,Yes,5.0,8.0,5.0,5.0,5.0,4.0,Easy,"Remote Work",Male,Canada,Masters,"Finance / Banking","Data Analyst",66000,85000,75500.0000,SQL,2022-06-13,32,32,31-35,"Asian / Asian American"
62a749ebd8c00e9f541efa36,Yes,4.0,5.0,4.0,5.0,5.0,6.0,Difficult,"Good Work/Life Balance",Male,India,Bachelors,"Retail / E-Commerce",Other,41000,65000,53000.0000,Python,2022-06-13,27,27,26-30,"Asian / Asian American"
62a74e28b4da29969c681108,No,7.0,9.0,5.0,6.0,6.0,7.0,Easy,Other,Male,"United Kingdom",Masters,"Tech / IT",Other,41000,65000,53000.0000,Python,2022-06-13,27,27,26-30,"White / Caucasian"
62a758185d257a28a312bc94,No,8.0,7.0,6.0,7.0,8.0,10.0,"Neither easy nor difficult","Remote Work",Male,Kenya,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-13,24,24,21-25,"Black / African"
62a75a5418134ddc75d3d2f1,Yes,9.0,9.0,9.0,9.0,8.0,8.0,Difficult,"Better Salary",Male,"United States",PhD,"Finance / Banking","Data Scientist",150000,225000,187500.0000,R,2022-06-13,42,42,41-50,"Asian / Asian American"
62a75ed0f8f75616458a5d1a,No,8.0,6.0,6.0,8.0,7.0,8.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,"Tech / IT","Data Analyst",41000,65000,53000.0000,Python,2022-06-13,24,24,21-25,"Hispanic / Latino"
62a75f1b575fa3a5ae8e0010,Yes,5.0,9.0,7.0,7.0,6.0,9.0,Easy,"Better Salary",Male,India,Bachelors,"Tech / IT","Data Architect / Database Administrator",0,40000,20000.0000,Python,2022-06-13,23,23,21-25,"Asian / Asian American"
62a764ffd8c00e9f541f3cc3,No,7.0,9.0,8.0,8.0,4.0,2.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,"Tech / IT","Data Analyst",0,40000,20000.0000,Python,2022-06-13,26,26,26-30,"Asian / Asian American"
62a76c962e54c9003e588661,No,5.0,6.0,6.0,2.0,2.0,3.0,"Neither easy nor difficult","Better Salary",Male,Germany,Bachelors,"Consumer Goods","Data Analyst",41000,65000,53000.0000,SQL,2022-06-13,32,32,31-35,"Black / African"
62a772da575fa3a5ae8e2a4a,No,4.0,3.0,2.0,0.0,0.0,0.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Argentina,Bachelors,"Retail / E-Commerce",Other,0,40000,20000.0000,Python,2022-06-13,35,35,31-35,"White / Caucasian"
62a7738a2e54c9003e589598,Yes,4.0,3.0,4.0,2.0,2.0,2.0,Easy,"Good Work/Life Balance",Male,"United States","High School",Healthcare,"Data Analyst",106000,125000,115500.0000,Python,2022-06-13,41,41,41-50,"White / Caucasian"
62a77967f8d5efcc22fd4c81,No,4.0,9.0,8.0,8.0,6.0,7.0,"Neither easy nor difficult","Better Salary",Male,"United States",Masters,Education,Other,41000,65000,53000.0000,Python,2022-06-13,25,25,21-25,"White / Caucasian"
62a77a37f8d5efcc22fd4e47,Yes,0.0,0.0,0.0,0.0,0.0,0.0,"Very Difficult","Better Salary",Female,"United States",Masters,Construction,"Data Analyst",0,40000,20000.0000,Python,2022-06-13,28,28,26-30,"Asian / Asian American"
62a77cb7b4da29969c68743a,Yes,3.0,6.0,5.0,5.0,5.0,6.0,"Neither easy nor difficult","Better Salary",Male,"United States",Bachelors,Entertainment,"Data Analyst",41000,65000,53000.0000,Python,2022-06-13,29,29,26-30,"White / Caucasian"
62a78743f8f75616458ab6bb,No,8.0,10.0,6.0,7.0,8.0,8.0,"Neither easy nor difficult","Better Salary",Male,"United States","High School","Retail / E-Commerce","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-13,19,19,"Under 21","White / Caucasian"
62a789015d257a28a3132977,Yes,5.0,6.0,9.0,6.0,7.0,10.0,"Neither easy nor difficult","Better Salary",Male,India,Bachelors,Insurance,"Data Analyst",41000,65000,53000.0000,Python,2022-06-13,27,27,26-30,"Asian / Asian American"
62a78f3bf408bae018f2ef51,Yes,8.0,9.0,9.0,7.0,8.0,8.0,"Neither easy nor difficult","Better Salary",Male,NULL,Bachelors,"Finance / Banking","Student / Job Seeker",0,40000,20000.0000,Python,2022-06-13,25,25,21-25,"White / Caucasian"
62a7988bbae91e4b8b88b8ee,Yes,6.0,10.0,10.0,10.0,10.0,8.0,Difficult,"Better Salary",Female,Canada,Masters,"Non Profit Organization","Data Analyst",41000,65000,53000.0000,Python,2022-06-13,26,26,26-30,"Asian / Asian American"
62a79c9c2e54c9003e58f0d5,Yes,3.0,4.0,5.0,5.0,4.0,5.0,Difficult,"Good Work/Life Balance",Male,Spain,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,Python,2022-06-13,25,25,21-25,"White / Caucasian"
62a7b0ae0f8c8599d5b51cd0,Yes,6.0,6.0,9.0,9.0,10.0,10.0,"Neither easy nor difficult","Remote Work",Male,Portugal,Bachelors,Manufacturing,"Data Analyst",0,40000,20000.0000,Python,2022-06-13,25,25,21-25,"White / Caucasian"
62a7b283f8d5efcc22fdc189,Yes,2.0,3.0,4.0,3.0,3.0,5.0,"Neither easy nor difficult","Good Work/Life Balance",Male,Liberia,Bachelors,Healthcare,"Data Analyst",0,40000,20000.0000,R,2022-06-13,26,26,26-30,"Black / African"
62a7b296f8d5efcc22fdc1ef,Yes,8.0,8.0,7.0,6.0,7.0,9.0,"Neither easy nor difficult","Good Culture",Male,"United States",Bachelors,Education,"Data Analyst",125000,150000,137500.0000,Python,2022-06-13,35,35,31-35,"White / Caucasian"
62a7bd0e5d257a28a313855c,Yes,6.0,7.0,7.0,6.0,7.0,6.0,Difficult,"Remote Work",Male,"United States",Masters,"Retail / E-Commerce","Data Analyst",86000,105000,95500.0000,Python,2022-06-13,29,29,26-30,"Black / African"
62a7be5e5d257a28a313876a,Yes,7.0,6.0,5.0,4.0,3.0,6.0,"Neither easy nor difficult","Better Salary",Female,"United States",Associates,"Tech / IT","Data Analyst",86000,105000,95500.0000,Python,2022-06-13,41,41,41-50,"Hispanic / Latino"
